seed,episodes,food_delivered,food_picked_up,food_discovered,pheromone_usage,food_source_respawns,food_units_remaining,episode_length,checkpoint_dir
182,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
183,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
184,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
185,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
186,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
187,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
188,1,4.0,4.0,4.0,0.020985942544939462,1.0,12.0,800.0,checkpoints/mappo_g/latest
189,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
190,1,2.0,2.0,2.0,0.0231119330397875,0.0,10.0,800.0,checkpoints/mappo_g/latest
191,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
192,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
193,1,1.0,1.0,1.0,0.02495499309465231,0.0,11.0,800.0,checkpoints/mappo_g/latest
194,1,3.0,3.0,3.0,0.16328057429239073,0.0,9.0,800.0,checkpoints/mappo_g/latest
195,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
196,1,2.0,2.0,2.0,0.1536249854250491,0.0,10.0,800.0,checkpoints/mappo_g/latest
197,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
198,1,5.0,5.0,5.0,0.12693496340267302,1.0,11.0,800.0,checkpoints/mappo_g/latest
199,1,0.0,2.0,2.0,0.11286164785806856,0.0,10.0,800.0,checkpoints/mappo_g/latest
200,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
201,1,4.0,4.0,4.0,0.1316737335969689,1.0,12.0,800.0,checkpoints/mappo_g/latest
202,1,2.0,2.0,2.0,0.03875106832262342,0.0,10.0,800.0,checkpoints/mappo_g/latest
203,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
204,1,7.0,9.0,9.0,0.14864282432308148,2.0,11.0,800.0,checkpoints/mappo_g/latest
205,1,4.0,4.0,4.0,0.08494863250965863,1.0,12.0,800.0,checkpoints/mappo_g/latest
206,1,0.0,1.0,1.0,0.0696898861607527,0.0,11.0,800.0,checkpoints/mappo_g/latest
207,1,0.0,1.0,1.0,0.08203190578630407,0.0,11.0,800.0,checkpoints/mappo_g/latest
208,1,5.0,5.0,5.0,0.048503064917943754,1.0,11.0,800.0,checkpoints/mappo_g/latest
209,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
210,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
211,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
212,1,2.0,4.0,4.0,0.1394617487259408,1.0,12.0,800.0,checkpoints/mappo_g/latest
213,1,1.0,1.0,1.0,0.017315161326478118,0.0,11.0,800.0,checkpoints/mappo_g/latest
214,1,4.0,4.0,4.0,0.06945234493534372,1.0,12.0,800.0,checkpoints/mappo_g/latest
215,1,1.0,3.0,3.0,0.1422297214035158,0.0,9.0,800.0,checkpoints/mappo_g/latest
216,1,5.0,5.0,5.0,0.16170742040943878,1.0,11.0,800.0,checkpoints/mappo_g/latest
217,1,4.0,4.0,4.0,0.14402958911226352,1.0,12.0,800.0,checkpoints/mappo_g/latest
218,1,3.0,4.0,4.0,0.06600028748313586,1.0,12.0,800.0,checkpoints/mappo_g/latest
219,1,1.0,1.0,1.0,0.034846767761725156,0.0,11.0,800.0,checkpoints/mappo_g/latest
220,1,3.0,4.0,4.0,0.057378694865680396,1.0,12.0,800.0,checkpoints/mappo_g/latest
221,1,3.0,4.0,4.0,0.08228529583894366,1.0,12.0,800.0,checkpoints/mappo_g/latest
222,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
223,1,1.0,1.0,1.0,0.10195587648301928,0.0,11.0,800.0,checkpoints/mappo_g/latest
224,1,1.0,1.0,1.0,0.012367140537608066,0.0,11.0,800.0,checkpoints/mappo_g/latest
225,1,2.0,5.0,5.0,0.1777292176122137,1.0,11.0,800.0,checkpoints/mappo_g/latest
226,1,4.0,4.0,4.0,0.13077309136422022,1.0,12.0,800.0,checkpoints/mappo_g/latest
227,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
228,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
229,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
230,1,2.0,2.0,2.0,0.06530712866411098,0.0,10.0,800.0,checkpoints/mappo_g/latest
231,1,5.0,5.0,5.0,0.06596951973891313,1.0,11.0,800.0,checkpoints/mappo_g/latest
232,1,7.0,8.0,8.0,0.08441104224684143,2.0,12.0,800.0,checkpoints/mappo_g/latest
233,1,1.0,1.0,1.0,0.04749746486708318,0.0,11.0,800.0,checkpoints/mappo_g/latest
234,1,2.0,2.0,2.0,0.16612682614693766,0.0,10.0,800.0,checkpoints/mappo_g/latest
235,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
236,1,2.0,2.0,2.0,0.12873213426933944,0.0,10.0,800.0,checkpoints/mappo_g/latest
237,1,3.0,4.0,4.0,0.24111848928982604,0.0,8.0,800.0,checkpoints/mappo_g/latest
238,1,9.0,9.0,9.0,0.12776900076245512,2.0,11.0,800.0,checkpoints/mappo_g/latest
239,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
240,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
241,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
242,1,1.0,1.0,1.0,0.05385794293504053,0.0,11.0,800.0,checkpoints/mappo_g/latest
243,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
244,1,0.0,1.0,1.0,0.09084306366905366,0.0,11.0,800.0,checkpoints/mappo_g/latest
245,1,2.0,2.0,2.0,0.07564193478341621,0.0,10.0,800.0,checkpoints/mappo_g/latest
246,1,2.0,2.0,2.0,0.018900466511501388,0.0,10.0,800.0,checkpoints/mappo_g/latest
247,1,1.0,1.0,1.0,0.0283181042102539,0.0,11.0,800.0,checkpoints/mappo_g/latest
248,1,1.0,1.0,1.0,0.03755493321700973,0.0,11.0,800.0,checkpoints/mappo_g/latest
249,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
250,1,3.0,3.0,3.0,0.1077344459645974,0.0,9.0,800.0,checkpoints/mappo_g/latest
251,1,12.0,12.0,12.0,0.1328074943035123,3.0,12.0,800.0,checkpoints/mappo_g/latest
252,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
253,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
254,1,1.0,1.0,1.0,0.03202938684914747,0.0,11.0,800.0,checkpoints/mappo_g/latest
255,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
256,1,1.0,1.0,1.0,0.063905544505263,0.0,11.0,800.0,checkpoints/mappo_g/latest
257,1,4.0,5.0,5.0,0.11812772278670915,1.0,11.0,800.0,checkpoints/mappo_g/latest
258,1,4.0,4.0,4.0,0.0783697645923894,1.0,12.0,800.0,checkpoints/mappo_g/latest
259,1,2.0,2.0,2.0,0.09885909559293699,0.0,10.0,800.0,checkpoints/mappo_g/latest
260,1,1.0,1.0,1.0,0.03610953536093196,0.0,11.0,800.0,checkpoints/mappo_g/latest
261,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
262,1,6.0,8.0,8.0,0.07368935761066192,2.0,12.0,800.0,checkpoints/mappo_g/latest
263,1,2.0,2.0,2.0,0.07538162226454005,0.0,10.0,800.0,checkpoints/mappo_g/latest
264,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
265,1,4.0,4.0,4.0,0.08050427507740096,1.0,12.0,800.0,checkpoints/mappo_g/latest
266,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
267,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
268,1,1.0,1.0,1.0,0.06903362599514366,0.0,11.0,800.0,checkpoints/mappo_g/latest
269,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
270,1,0.0,2.0,2.0,0.16486668791207193,0.0,10.0,800.0,checkpoints/mappo_g/latest
271,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
272,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
273,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
274,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
275,1,2.0,2.0,2.0,0.07247361040351583,0.0,10.0,800.0,checkpoints/mappo_g/latest
