family,condition,seed,n_agents,max_steps,active_targets,food_source_capacity,n_obstacles,pheromone_enabled,checkpoint_dir,food_picked_up,food_delivered,delivery_conversion,early_deliveries,late_deliveries,late_delivery_fraction,post_discovery_deliveries,time_to_first_discovery,time_to_first_delivery,pickup_to_delivery_latency,exploration_coverage,pheromone_usage,episode_length
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,113,1,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.05084745762711865,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,114,1,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.013135593220338982,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,115,1,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.046610169491525424,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,116,1,1400,1,15,24,True,checkpoints/mappo_g/latest,1,1,1.0,0,1,1.0,1,630,687,57.0,0.07161016949152542,0.005313196378452371,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,117,1,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.11016949152542373,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,118,1,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.03855932203389831,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,119,1,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06525423728813559,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,100,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.011016949152542373,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,101,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04533898305084746,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,102,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04957627118644068,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,103,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.03516949152542373,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,104,1,1400,1,15,24,False,checkpoints/mappo_g/latest,1,1,1.0,0,1,1.0,1,462,545,83.0,0.09194915254237288,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,105,1,1400,1,15,24,False,checkpoints/mappo_g/latest,1,1,1.0,1,0,0.0,1,349,413,64.0,0.059322033898305086,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,106,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07203389830508475,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,107,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.026271186440677965,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,108,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08177966101694915,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,109,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04449152542372881,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,110,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04406779661016949,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,111,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.05254237288135593,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,112,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.048305084745762714,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,113,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.05084745762711865,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,114,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.013135593220338982,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,115,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.046610169491525424,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,116,1,1400,1,15,24,False,checkpoints/mappo_g/latest,1,1,1.0,0,1,1.0,1,630,687,57.0,0.07161016949152542,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,117,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.11016949152542373,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,118,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.03855932203389831,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,119,1,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06525423728813559,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,100,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.025423728813559324,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,101,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.053813559322033896,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,102,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04957627118644068,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,103,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.03347457627118644,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,104,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,1,1,1.0,0,1,1.0,1,725,803,78.0,0.09194915254237288,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,105,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,1,1,1.0,0,1,1.0,1,450,508,58.0,0.06991525423728813,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,106,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07203389830508475,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,107,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.050423728813559325,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,108,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08347457627118644,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,109,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04957627118644068,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,110,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04194915254237288,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,111,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0461864406779661,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,112,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07076271186440677,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,113,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,1,0,0.0,0,0,0.0,0,894,-1,-1.0,0.048305084745762714,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,114,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.017372881355932204,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,115,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0423728813559322,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,116,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,3,2,0.6666666666666666,0,2,1.0,2,495,538,43.0,0.09703389830508474,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,117,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06822033898305084,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,118,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.053813559322033896,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,119,1,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.048728813559322036,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,100,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.12076271186440678,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,101,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08855932203389831,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,102,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08644067796610169,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,103,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1288135593220339,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,104,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1733050847457627,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,105,3,1400,1,15,24,True,checkpoints/mappo_g/latest,7,5,0.7142857142857143,3,2,0.4,5,279,437,158.0,0.17584745762711865,0.0652206108656468,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,106,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.13220338983050847,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,107,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.14533898305084747,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,108,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1444915254237288,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,109,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.10508474576271186,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,110,3,1400,1,15,24,True,checkpoints/mappo_g/latest,1,1,1.0,1,0,0.0,1,324,445,121.0,0.11440677966101695,0.003981310247992431,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,111,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.10974576271186441,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,112,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.11186440677966102,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,113,3,1400,1,15,24,True,checkpoints/mappo_g/latest,3,2,0.6666666666666666,1,1,0.5,2,76,146,70.0,0.12754237288135592,0.09683372297386605,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,114,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09533898305084745,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,115,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1309322033898305,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,116,3,1400,1,15,24,True,checkpoints/mappo_g/latest,5,5,1.0,1,4,0.8,5,138,219,81.0,0.17542372881355933,0.017438658496179243,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,117,3,1400,1,15,24,True,checkpoints/mappo_g/latest,1,1,1.0,0,1,1.0,1,672,893,221.0,0.24661016949152542,0.006494886490704846,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,118,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06864406779661017,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,119,3,1400,1,15,24,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.125,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,100,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.12076271186440678,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,101,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08855932203389831,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,102,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08644067796610169,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,103,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1288135593220339,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,104,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1733050847457627,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,105,3,1400,1,15,24,False,checkpoints/mappo_g/latest,4,4,1.0,3,1,0.25,4,279,376,97.0,0.19152542372881357,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,106,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.13220338983050847,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,107,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.14533898305084747,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,108,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1444915254237288,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,109,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.10508474576271186,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,110,3,1400,1,15,24,False,checkpoints/mappo_g/latest,1,1,1.0,1,0,0.0,1,324,421,97.0,0.15338983050847457,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,111,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.10974576271186441,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,112,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.11186440677966102,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,113,3,1400,1,15,24,False,checkpoints/mappo_g/latest,4,4,1.0,1,3,0.75,4,76,338,262.0,0.14110169491525423,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,114,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0923728813559322,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,115,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1309322033898305,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,116,3,1400,1,15,24,False,checkpoints/mappo_g/latest,4,4,1.0,1,3,0.75,4,138,219,81.0,0.16016949152542373,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,117,3,1400,1,15,24,False,checkpoints/mappo_g/latest,1,0,0.0,0,0,0.0,0,672,-1,-1.0,0.2364406779661017,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,118,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06864406779661017,0.0,1400
complex_environment_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,119,3,1400,1,15,24,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.125,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,100,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.058898305084745764,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,101,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08432203389830509,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,102,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.13771186440677965,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,103,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1423728813559322,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,104,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,3,2,0.6666666666666666,0,2,1.0,2,436,505,69.0,0.175,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,105,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,4,3,0.75,1,2,0.6666666666666666,3,301,440,139.0,0.1461864406779661,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,106,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.14067796610169492,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,107,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07966101694915254,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,108,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.13728813559322034,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,109,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.11440677966101695,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,110,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,1,1,1.0,1,0,0.0,1,83,241,158.0,0.12542372881355932,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,111,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.16610169491525423,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,112,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.10805084745762712,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,113,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,4,4,1.0,0,4,1.0,4,49,560,511.0,0.15254237288135594,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,114,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09194915254237288,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,115,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.14110169491525423,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,116,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,3,3,1.0,2,1,0.3333333333333333,3,135,215,80.0,0.15508474576271186,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,117,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.22966101694915253,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,118,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0923728813559322,0.0,1400
complex_environment_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,119,3,1400,1,15,24,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.1309322033898305,0.0,1400
